Timestamp,Episode,Step,Reward,AS_0,AS_1,AS_2,AS_3,AS_4,AS_5,AS_6,AS_7,AS_8,AS_9,AS_10,AS_11,AS_12,AS_13,AS_14,AS_15,AS_16,AS_17,AS_18,AS_19,AS_20,AS_21,AS_22,AS_23,AS_24,AS_25,AS_26,AS_27,AS_28,AS_29,AS_30,AS_31,AS_32,AS_33,AS_34,AS_35,AS_36,AS_37,AS_38,AS_39,AS_40,AS_41,AS_42,AS_43,AS_44,AS_45,AS_46,AS_47,AS_48,AS_49,AS_50,AS_51,AS_52,AS_53,AS_54,AS_55,AS_56,AS_57,AS_58,AS_59,AS_60,AS_61,AS_62,AS_63,AS_64,AS_65,AS_66,AS_67,AS_68,AS_69,AS_70,AS_71,AS_72,AS_73,AS_74,AS_75,AS_76,AS_77,AS_78,AS_79,AS_80,AS_81,AS_82,AS_83,AS_84,AS_85,AS_86,AS_87,AS_88,AS_89,AS_90,AS_91,AS_92,AS_93,AS_94,AS_95,AS_96,AS_97,AS_98,AS_99,AS_100,node_1_id,node_1_hardware_status,node_1_os_status,node_1_fs_status,node_1_service_TCP_status,node_1_service_TCP_SQL_status,node_1_service_UDP_status,node_2_id,node_2_hardware_status,node_2_os_status,node_2_fs_status,node_2_service_TCP_status,node_2_service_TCP_SQL_status,node_2_service_UDP_status,node_3_id,node_3_hardware_status,node_3_os_status,node_3_fs_status,node_3_service_TCP_status,node_3_service_TCP_SQL_status,node_3_service_UDP_status,node_4_id,node_4_hardware_status,node_4_os_status,node_4_fs_status,node_4_service_TCP_status,node_4_service_TCP_SQL_status,node_4_service_UDP_status,node_5_id,node_5_hardware_status,node_5_os_status,node_5_fs_status,node_5_service_TCP_status,node_5_service_TCP_SQL_status,node_5_service_UDP_status,node_6_id,node_6_hardware_status,node_6_os_status,node_6_fs_status,node_6_service_TCP_status,node_6_service_TCP_SQL_status,node_6_service_UDP_status,node_7_id,node_7_hardware_status,node_7_os_status,node_7_fs_status,node_7_service_TCP_status,node_7_service_TCP_SQL_status,node_7_service_UDP_status,node_8_id,node_8_hardware_status,node_8_os_status,node_8_fs_status,node_8_service_TCP_status,node_8_service_TCP_SQL_status,node_8_service_UDP_status,node_9_id,node_9_hardware_status,node_9_os_status,node_9_fs_status,node_9_service_TCP_status,node_9_service_TCP_SQL_status,node_9_service_UDP_status,link_10_id,link_10_n/a,link_10_n/a,link_10_n/a,link_10_service_TCP_load,link_10_service_TCP_SQL_load,link_10_service_UDP_load,link_11_id,link_11_n/a,link_11_n/a,link_11_n/a,link_11_service_TCP_load,link_11_service_TCP_SQL_load,link_11_service_UDP_load,link_12_id,link_12_n/a,link_12_n/a,link_12_n/a,link_12_service_TCP_load,link_12_service_TCP_SQL_load,link_12_service_UDP_load,link_13_id,link_13_n/a,link_13_n/a,link_13_n/a,link_13_service_TCP_load,link_13_service_TCP_SQL_load,link_13_service_UDP_load,link_14_id,link_14_n/a,link_14_n/a,link_14_n/a,link_14_service_TCP_load,link_14_service_TCP_SQL_load,link_14_service_UDP_load,link_15_id,link_15_n/a,link_15_n/a,link_15_n/a,link_15_service_TCP_load,link_15_service_TCP_SQL_load,link_15_service_UDP_load,link_16_id,link_16_n/a,link_16_n/a,link_16_n/a,link_16_service_TCP_load,link_16_service_TCP_SQL_load,link_16_service_UDP_load,link_17_id,link_17_n/a,link_17_n/a,link_17_n/a,link_17_service_TCP_load,link_17_service_TCP_SQL_load,link_17_service_UDP_load,link_18_id,link_18_n/a,link_18_n/a,link_18_n/a,link_18_service_TCP_load,link_18_service_TCP_SQL_load,link_18_service_UDP_load
2024-08-17 19:21:35.001571,1,11,-0.006,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:35.189920,1,12,-0.006,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:35.380017,1,13,-0.006,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:35.590950,1,14,-0.006,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:35.783326,1,15,-0.006,121,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:35.973451,1,16,-0.006,74,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:36.165502,1,17,-0.017,20,1,1,1,1,1,0,1,2,1,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,20000,0,0,12,0,0,0,40000,0,0,13,0,0,0,0,0,0,14,0,0,0,40000,0,0,15,0,0,0,20000,0,0,16,0,0,0,50000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:36.355603,1,18,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:36.554088,1,19,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:36.754918,1,20,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:36.945172,1,21,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:37.144518,1,22,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:37.340974,1,23,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:37.533777,1,24,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:37.723761,1,25,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:37.915697,1,26,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:38.106534,1,27,-0.017,107,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:38.297386,1,28,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:38.491124,1,29,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:38.686834,1,30,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:38.883854,1,31,-0.017,88,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:39.077913,1,32,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:39.271531,1,33,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:39.463756,1,34,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:39.653484,1,35,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
2024-08-17 19:21:39.842929,1,36,-0.017,121,1,1,1,1,1,0,1,2,2,1,1,1,0,0,3,1,1,1,0,0,0,4,1,1,1,1,0,1,5,1,1,1,1,0,1,6,1,1,1,0,0,0,7,1,1,1,1,1,0,8,1,1,1,1,1,1,9,5,1,1,1,0,0,10,0,0,0,20000,0,0,11,0,0,0,0,0,0,12,0,0,0,20000,0,0,13,0,0,0,0,0,0,14,0,0,0,20000,0,0,15,0,0,0,20000,0,0,16,0,0,0,30000,105000,0,17,0,0,0,10000,105000,0,18,0,0,0,0,0,0
